source,target,weight
HLA-DRA,HLA-DMA,0.9078865671721236
MSRB3,TAGLN,0.9384634206009598
FLRT2,RUNX1T1,0.9075314456637728
CYBB,APBB1IP,0.9066178901881546
CD86,C1QC,0.938976397064208
FCER1G,TYROBP,0.9528136242485048
ZEB1,GUCY1A3,0.9056127066881506
LCP2,CD53,0.9398205183527432
SLAMF8,C3AR1,0.9404904735799358
CCDC80,FNDC1,0.9187840540136264
RCSD1,PTPRC,0.9277830478949072
VIM,EVC,0.9059051738823984
COL5A2,ADAMTS12,0.9159265217801908
LAIR1,GPNMB,0.9004693529727774
FMNL1,LSP1,0.9101701743121484
COL6A3,AEBP1,0.9106141140083944
ADAMTS12,FBN1,0.929231832528024
FNDC1,AEBP1,0.9325402080161008
NCKAP1L,RASSF2,0.9015665954788598
HAVCR2,FCGR1B,0.9089490222171208
SERPING1,C1S,0.9237720971326522
SSC5D,MSRB3,0.9034364844357746
HCLS1,EVI2A,0.9062535297546775
COL8A1,FNDC1,0.9507059259268203
SIRPB2,ITGAM,0.9065426607874084
LILRB2,SLAMF8,0.9111566787320288
DOCK2,PIK3CG,0.912649935555918
STON1,BNC2,0.9002801165696059
SIGLEC7,CD33,0.900165833674
FCER1G,SIGLEC9,0.9103001551348384
TNFRSF17,MGC29506,0.9110412076595532
CLEC7A,STX11,0.915421281647636
TLR8,MPEG1,0.9106355545283991
TFEC,SLAMF8,0.914160808580714
SH2D1A,CD3E,0.9296047348404362
CD33,MS4A4A,0.9003404138517728
C1QB,HAVCR2,0.9365750163655424
FMNL1,PIK3R5,0.9171763226178576
CD34,HSPA12B,0.9101996355597891
BGN,SPARC,0.9280877914856576
CCDC8,MAP1A,0.9121574787092384
HCLS1,CYTH4,0.933375869470358
C1QA,MS4A6A,0.9108132190553621
PDGFRB,FBN1,0.9571697957254952
FGR,ITGB2,0.9185099445295368
SHE,CYYR1,0.9204362949715136
C1QC,FPR3,0.9273858905247562
SGCD,FERMT2,0.9159027704377359
IL10RA,ARHGAP25,0.9075974852598798
SIGLEC7,LILRB2,0.905163981117984
SDC2,THY1,0.9094833513045736
SDC2,ANTXR1,0.9211564416989312
PECAM1,ELTD1,0.9113443720521089
EFS,RAB34,0.916790117947166
LDB2,CYYR1,0.9150247938856494
COL5A2,VCAN,0.9498069835755744
SIRPB2,LILRB1,0.9052941961904494
C3AR1,HAVCR2,0.9408333089346615
LCP2,STX11,0.9217663430434834
THSD7A,SHE,0.9006115594893084
PYHIN1,ITGAL,0.9034736995136328
CD300A,AIF1,0.9127840448818664
ANTXR1,COL8A1,0.9346725991299086
COL12A1,COL3A1,0.9268238947671278
IL10RA,KLHL6,0.9152467036187608
CD300A,TYROBP,0.92215981243889
TYROBP,LRRC25,0.9343475105452318
MYO1F,ITGB2,0.9082752396253124
S1PR1,MYCT1,0.92462775560369
SIGLEC7,HCK,0.9267142032681452
HCK,ITGB2,0.9415268281086324
PCOLCE,COL1A2,0.9319176070194398
APBB1IP,NCF1,0.9062856115927156
BNC2,C14orf132,0.907076069499492
C10orf72,TSPYL5,0.916485608212002
COL5A2,COL12A1,0.9512813759830974
ANTXR1,COL8A2,0.910717480507152
CXorf36,RHOJ,0.9199851919901268
THBS2,CCDC80,0.9040838139857146
FERMT2,GUCY1B3,0.9279038198384904
CYTH4,IL10RA,0.9271068547674952
HAVCR2,LAPTM5,0.9560915762854116
MS4A6A,GGTA1,0.9109673254686264
STAB1,CSF1R,0.9047273792712152
MRVI1,SGCD,0.9080588431479109
ITGA11,MRC2,0.9131084259815804
FNDC1,THBS2,0.9357694137668072
ARHGEF15,MMRN2,0.945163001712379
CD53,STX11,0.932777977270854
C3AR1,VSIG4,0.9214887815465924
COL12A1,FBN1,0.9141643941189652
LUM,ANTXR1,0.9408566048720972
MRC2,ANTXR1,0.919017833727332
MYO1G,IL10RA,0.9175155951747348
LILRB3,HK3,0.9001995833106796
C10orf72,GPR124,0.9177707256700268
SPI1,HCLS1,0.9235451823034287
DACT3,JAM3,0.9011281873012588
VCAN,PDGFRB,0.943658056473858
TCF4,LAMA4,0.9233016534821336
SLA,HCK,0.90215734023317
NCF1,SIGLEC10,0.9062235271278966
C1R,DCN,0.9181214417588937
KCNMB1,HSPB7,0.9001453372952829
OLFML1,EFS,0.9049360352747368
APBB1IP,IL10RA,0.9214801811465932
COL1A1,POSTN,0.9073053059384852
ACTG2,MYH11,0.9132402876097778
GPC6,MMP2,0.9048548638950741
DOCK2,PIK3R5,0.9460584251594204
ZNF469,COL6A3,0.9223788932602596
EFEMP2,FBN1,0.9001167283273768
RCSD1,WAS,0.9140292082165062
GLI2,GLI3,0.9016832523033262
IKZF1,WAS,0.9360106377497532
LSP1,IL10RA,0.9122597761890674
BGN,MXRA8,0.9339994431375716
DOK2,LILRB4,0.9063962004122412
ANTXR1,TIMP2,0.9187378687320096
AEBP1,THY1,0.9056084957800022
VIM,COL5A2,0.9006859244351071
DOCK2,ITGB2,0.915658298902974
HLA-DOA,HLA-DPA1,0.925689027693543
HCLS1,ARHGAP9,0.9124855760937736
ADAMTS12,COL3A1,0.9022665889332678
GNB4,VIM,0.9303776491555078
FBN1,ADAMTS2,0.914152029461398
TSPYL5,TCF4,0.9183942302563854
SASH3,CYTH4,0.9168066575014528
COL1A2,SYDE1,0.902515165280898
DOCK10,RCSD1,0.9284134220706982
GAS7,EVC,0.9168027087370936
FRMD6,COL5A2,0.9005695689503782
TRAF3IP3,ITK,0.9016693318471656
HEG1,DDR2,0.9174975581522848
FPR3,GPNMB,0.9077155326557856
LILRB1,ARHGAP30,0.908704814825492
ZNF469,COL5A1,0.9270939191441802
TEK,CD93,0.9043301107917197
CYTH4,LRRC25,0.92944670223194
LRRC25,CYTH4,0.92944670223194
CTHRC1,LUM,0.9076899518376008
HCLS1,RASAL3,0.9090335735514397
SIGLEC7,CD300A,0.9225076588811776
PDCD1LG2,LAPTM5,0.915526894687119
CLEC7A,C1QC,0.9188688417406864
FGR,MNDA,0.9018317783104188
PDGFRB,FSTL1,0.9383650130996024
SASH3,RHOH,0.9011968383591376
TNFAIP8L2,C1QC,0.9058809731314093
DCN,GPC6,0.9165093587058826
RAB31,VIM,0.9381025495700156
CD86,CYTH4,0.9105428972669204
FBXL7,EMILIN1,0.9320534966512576
EVC,EMILIN1,0.9439801798811279
C1R,CFH,0.9130763202392292
CD3G,CD2,0.9183900770907808
PLN,KCNMB1,0.9129525745240412
CYBB,LAIR1,0.9267813267488804
TNFRSF17,FCRL5,0.9088213262517236
COL5A2,PDGFRB,0.9538780641606779
EVI2A,STX11,0.9099888762433062
TNFAIP8L2,LAPTM5,0.9088206555171148
SYDE1,DZIP1,0.9106592206369902
GPR116,COL15A1,0.9049786865891908
C1QC,FCER1G,0.9280600239911158
ANTXR1,LUM,0.9408566048720972
CMKLR1,HCK,0.92102864833791
COL8A1,CCDC80,0.9019992646083544
IRF4,FCRL5,0.910125369068328
RCSD1,DOCK2,0.93055455097399
LAIR1,SLAMF8,0.947131025440265
RCSD1,MPEG1,0.9011640392151844
SYDE1,FBXL7,0.9186785258089863
C1S,ASAM,0.9116755325590248
PIK3R5,CD84,0.9151951107123116
IGSF6,CD86,0.917953734745666
OLFML1,FBXL7,0.9070122707256372
EIF5A,EIF5AL1,0.9420012208312529
LMOD1,MRGPRF,0.9119404455435752
CD4,ABI3,0.9260739266520842
SASH3,CD37,0.9020193007183012
BGN,RAB31,0.9054097984724392
LILRB1,MYO1G,0.9131728263592408
COL1A2,ANTXR1,0.9163491111872712
ERG,MMRN2,0.9025360498135794
GK,GK3P,0.9199822677834152
CPA3,MS4A2,0.9182393920025164
NID2,FBN1,0.9003302278375256
COL1A1,CERCAM,0.9263488911551327
MSRB3,DDR2,0.9051935036779016
LAPTM5,MS4A6A,0.9027675666469441
APBB1IP,LAIR1,0.9193443115259264
C10orf72,EFEMP2,0.9041067035453776
DARC,SELP,0.9362713095206502
EVC2,SERPING1,0.9005459027857013
SRGN,EVI2A,0.9261084851080316
FSTL1,COL1A2,0.9073545424253494
DOK2,APBB1IP,0.9076138992752688
MNDA,TLR8,0.9141529054467142
IRF4,LAX1,0.9460950789744536
LRRC25,TLR8,0.916213315686614
FERMT2,FRMD6,0.9066786568518004
COL5A2,FRMD6,0.9005695689503782
WAS,IL10RA,0.9345131504566002
SPARC,EFEMP2,0.9322243532809305
CD163,CSF1R,0.9251629227059264
WAS,ARHGAP9,0.9289551038920862
COL8A1,COL5A2,0.9173566546402264
PCDH12,ARHGEF15,0.9257137624523868
C1QC,TNFAIP8L2,0.9058809731314093
LAIR1,HCK,0.939251614521153
CSF2RB,DOCK10,0.9049490753766916
CD163,LRRC25,0.9244593638427044
APBB1IP,IKZF1,0.9392799947913838
MYLK,DACT3,0.903802489866942
MSRB3,TNS1,0.9453029778669182
COL3A1,COL5A1,0.9619730063818758
BTK,C17orf87,0.9188513025549734
AEBP1,VCAN,0.9167695294605892
ARHGAP25,PTPRC,0.9091740615675376
MYLK,HSPB8,0.9096051598375846
CD4,GIMAP4,0.9062845879325264
AIF1,HCLS1,0.9062703879386518
EMILIN1,ZEB2,0.9003514641684147
NCKAP1L,IL10RA,0.9312311122649332
EVI2B,SASH3,0.9087093972962522
PTPRC,IL10RA,0.930297848585792
SIGLEC9,CSF1R,0.9126480601818042
LILRB1,STX11,0.9014845246262196
FBN1,ADAM12,0.9005427849236667
CD53,CYBB,0.9426141576426372
CD84,CLEC7A,0.9192739169187082
COL5A2,COL6A3,0.9649938063944332
DOCK10,FYB,0.9224337976742072
SIGLEC9,SIRPB2,0.9113167447566252
MRC2,SYDE1,0.9147481218258228
CD3E,MAP4K1,0.915167248420272
C10orf72,ZNF521,0.9058649448299272
EFEMP2,C1R,0.9164177184299226
DDR2,RUNX1T1,0.9073566191412672
FBXL7,C1S,0.9028875019164424
MFAP4,MRVI1,0.902676187046754
CD53,TFEC,0.9349705337037012
ITGB2,BTK,0.9098374148001632
TDGF1,TDGF3,0.927877218571184
MMRN2,ARHGEF15,0.945163001712379
CD14,LAIR1,0.905812210523038
IL1R1,C1S,0.9016435452151595
THSD7A,MMRN2,0.9041696651541121
CD93,MYCT1,0.9038857297965324
MYLK,LMOD1,0.9501181494412778
TPSAB1,CPA3,0.9122475292412936
DOK2,CSF1R,0.9011096857757082
CYBB,NCKAP1L,0.9256994885787224
COL11A1,COL5A2,0.9019108205200144
SULF1,BNC2,0.9024061856053818
THY1,COL6A2,0.9106587510939947
EVI2B,PTPRC,0.9287430893500414
SLA,ITGAL,0.9021775100633675
CD48,SASH3,0.9443976567611304
HLA-DOA,HLA-DPB1,0.93860330069185
ARHGAP9,IKZF1,0.9166166578043434
MYLK,SYNPO2,0.9322514969328008
TRO,CCDC8,0.9091832382504634
ANTXR1,DCN,0.9125293256747576
SPARC,CCDC8,0.9077955377781416
RASSF2,NCKAP1L,0.9015665954788598
PDGFRB,GLI2,0.904173837005398
BTK,ARHGAP30,0.9139840442552308
SCARF2,EFS,0.9101566677229692
GNB4,C1R,0.9047620765717508
CMKLR1,C1QB,0.914615081899327
LCP2,CD86,0.922591552602366
MEIS1,LOC399959,0.9000809364238201
SYDE1,VASN,0.9204257830373336
C1QC,CYTH4,0.9088944245930946
SPARC,AEBP1,0.9034516424596208
ARHGEF6,GIMAP6,0.9253033831542876
NID2,PDGFRB,0.9098241141130508
CYTH4,ABI3,0.905282094038927
SLAMF8,TFEC,0.914160808580714
SFMBT2,DOCK2,0.9025758888878618
HCK,SIGLEC9,0.9104588003478068
OLFML1,FBN1,0.9080818377348796
CNRIP1,JAM3,0.907437513388756
MS4A7,C3AR1,0.9339577854013196
CD4,TFEC,0.9161720538205538
OLFML1,ANTXR1,0.9044550264727717
GPC6,COL3A1,0.9094338254042388
COL5A2,COL1A1,0.9619311012330491
ANGPTL2,COL3A1,0.9054084392149209
GIMAP7,GIMAP6,0.9404757571928728
CERCAM,BGN,0.9147592295885764
GPC6,FRMD6,0.9193063751871632
GPNMB,ITGAM,0.9180737037655328
AGAP6,AGAP4,0.9240824684689792
STX11,PIK3R5,0.9040277224672066
EFEMP2,HSPB2,0.9298562623945408
COL12A1,COL6A3,0.9412411507123318
CD86,BTK,0.906064791702646
CD53,CD86,0.95372250697087
PYHIN1,ITK,0.9075144787409752
COL6A2,EFEMP2,0.9258094664039044
EMILIN1,BNC2,0.9102282306594042
CYTH4,CYBB,0.9033537095189696
MSRB3,LOC399959,0.9235670554629284
EVC,ODZ4,0.93011268662503
STARD8,CD93,0.9012482705683038
MSRB3,CCDC80,0.9026362837940514
LRRC25,CD53,0.9098535628409282
CD180,DOCK2,0.9070906643472318
MMP2,PDGFRB,0.9183755962695156
FAM78A,MYO1G,0.9218723416784574
FBXL7,FAM110B,0.9074536175197242
FRMD6,C1R,0.9027038012723472
RASAL3,ARHGAP30,0.9129042025743908
GGT5,MXRA8,0.9105545105102506
FNDC1,MRC2,0.9099817270809836
TFEC,MS4A6A,0.9207907996755617
PXDN,COL4A1,0.9246105732140636
CSF1R,DOCK10,0.9037802440089046
FERMT2,GUCY1A3,0.9036821257651204
CD4,CD84,0.9201121937416132
EFEMP2,COL5A2,0.9019341192377082
RCSD1,BTK,0.9117038671402704
DOCK2,CSF1R,0.910874669239215
SSC5D,AEBP1,0.9228744121721236
ZEB2,ARHGEF6,0.9047596660452965
DOCK2,CMKLR1,0.915932403187334
TFEC,SPI1,0.9120906341074104
ITGAL,TIGIT,0.9125472333524772
SLA,NCKAP1L,0.9182909855034206
COL1A2,COL11A1,0.916930386272375
LAIR1,SIGLEC10,0.9093336414779972
EMILIN1,FSTL1,0.9195118326617628
COL1A1,THBS2,0.909246087207524
RAB34,RAB31,0.9172935064060184
TRAF3IP3,ITGAL,0.9294373135425932
RAB31,C1R,0.9048938455968184
ITGAL,MAP4K1,0.9321076471658478
RBPMS2,MYLK,0.9100024189815872
COL8A1,ANTXR1,0.9346725991299086
WAS,DOCK10,0.9034677947162396
TLR8,C1QC,0.9102002910957318
EVC,CALD1,0.9085438076170548
COL3A1,POSTN,0.916879167120052
IL10RA,C17orf87,0.901840699656084
BTK,CD48,0.903296068086555
ARHGAP25,RCSD1,0.9098387188950884
GIMAP6,CSF2RB,0.9070635911665554
C1R,DZIP1,0.9177120383671268
RAB34,HSPB2,0.9259178233722092
MS4A4A,SLAMF8,0.9096629590742608
GIMAP4,GIMAP8,0.9470477503954108
IL10RA,NCKAP1L,0.9312311122649332
LRRC25,HCK,0.9454139604931516
C1QA,CYTH4,0.9028562378691479
C1QC,LILRB1,0.9087941435471548
COL3A1,COL5A2,0.9783413247961328
MS4A7,CD53,0.905938819658458
FCGR3A,FPR3,0.9176530736521504
MMP2,C1R,0.9094731692116116
CYBB,CYTH4,0.9033537095189696
ITGB2,DOK2,0.9361301279072762
ABI3,LILRB1,0.9027024056961416
STARD8,FLI1,0.911962607491065
CXorf36,CLEC14A,0.935159868012352
MS4A4A,MS4A6A,0.9292687675749116
TYROBP,DOK2,0.9121543153167452
ARHGAP30,FMNL1,0.917018037431505
NCKAP1L,BTK,0.9308836861991008
LILRB1,CD4,0.933801088195782
TRO,EFEMP2,0.913472287690524
CLEC14A,TIE1,0.9405290002956556
LY96,EVI2A,0.9006184332156649
JAM3,TSPYL5,0.9096736195169578
MPEG1,CMKLR1,0.9346368583189396
CD34,CD93,0.9306529880973824
CD53,SLAMF8,0.9322542149427092
DOCK2,APBB1IP,0.9547622108823991
ASAM,OSMR,0.9023974365819706
SPOCK1,SULF1,0.9322050639608208
TNS1,DDR2,0.9034148648835004
DOCK2,TNFSF8,0.9049587167204696
MS4A7,MS4A6A,0.9297898897664612
EVI2B,HCLS1,0.907315814030665
LCP1,HCLS1,0.9246177874752016
SIGLEC10,SPI1,0.9038815827442636
SULF1,SPARC,0.9050817389656746
ELTD1,PECAM1,0.9113443720521089
MSRB3,MYLK,0.9295657514730996
FSTL1,TCF4,0.9236995596796904
SAMSN1,EVI2A,0.9195452777211208
SYDE1,VIM,0.9147989170115464
CD34,GPR116,0.925794330688718
LILRB1,CYBB,0.9299373939846138
ARHGAP30,HCLS1,0.9444383621987446
BTK,LAPTM5,0.92906349544679
DZIP1,SYDE1,0.9106592206369902
PTPRC,LILRB1,0.9119301870932736
LAPTM5,DOCK2,0.90443353117591
GUCY1A3,FERMT2,0.9036821257651204
MS4A4A,C3AR1,0.9486279539477184
BNC2,TIMP2,0.9009254165113209
DDR2,NHSL2,0.9104776739781908
C3AR1,CD84,0.9282814724115872
NCKAP1L,CSF2RB,0.9004298776955673
CD96,TBC1D10C,0.90120709752579
DOK2,CD300LF,0.906885811017154
AEBP1,MRAS,0.9065866925713166
ITGAM,CD163,0.9055580655674752
LCP1,WAS,0.9147016232031328
CD4,LAIR1,0.9349815941940152
FBN1,NID2,0.9003302278375256
SLA,IL10RA,0.9274309905257512
RAB31,RAB34,0.9172935064060184
CSF1R,CYBB,0.9327894465104322
SULF1,TIMP2,0.9066748604916004
DOCK2,ARHGAP25,0.9220072900228629
SYDE1,CCDC8,0.9242547474675196
GLI3,RAB31,0.91850574347163
FCER1G,C1QC,0.9280600239911158
SIGLEC10,SLAMF8,0.9076450072460795
ADAMTS12,COL8A1,0.9051244276557432
SCARF2,COL6A2,0.9201383938023684
TCF4,A2M,0.9177775931459784
IKZF1,ARHGAP9,0.9166166578043434
CERCAM,MXRA8,0.9000831015219924
CD53,NCKAP1L,0.9355258186491859
NCKAP1L,CYTH4,0.91282842260887
FBXL7,FBN1,0.9186459173518676
C3AR1,ITGB2,0.9440153548081917
FYB,DOCK2,0.93374961202539
LILRB1,CSF1R,0.9304736121828636
SLA,CYTH4,0.9118423944226618
C1S,TCF4,0.9198505406488516
FCER1G,MS4A4A,0.9325103516489328
FPR3,HCK,0.9251901686048584
JAM3,SLC22A17,0.9047256250391512
C1QB,LILRB2,0.9014041672628648
CCDC8,COL8A2,0.9045818968511896
IL2RB,CD96,0.909832640553066
ABI3,CYTH4,0.905282094038927
C1QC,CD163,0.9108675039900246
CMKLR1,AIF1,0.9086378804007644
LILRB4,CYBB,0.91464310541997
DOCK10,CD84,0.9073108997838308
IL10RA,APBB1IP,0.9214801811465932
ITK,ITGAL,0.9130995598825498
EFEMP2,VCAN,0.9017764129868416
FNDC1,ITGA11,0.918400494623622
CYBB,PDCD1LG2,0.9121492414143476
CD86,CD4,0.9215830034492428
P4HA3,SPARC,0.9002111858688197
CD14,SIGLEC7,0.9155156797319056
LILRB4,LILRB1,0.913136873318828
GPNMB,LAPTM5,0.9003515017084932
MPEG1,P2RY13,0.9034993488945694
CD3D,TBC1D10C,0.9021090096856168
GLT8D2,C1S,0.9244280718620262
C3AR1,SPI1,0.9377625874984084
MS4A4A,PDCD1LG2,0.9112045310143206
CMKLR1,CD4,0.9380450915445906
SLAMF8,SIGLEC7,0.9214281143349152
MRC2,ITGA11,0.9131084259815804
TRAF3IP3,TBC1D10C,0.9186489589540318
CNRIP1,CFH,0.902903892317657
OLFML1,RFTN1,0.9094211413246972
HOXD10,HOXD11,0.9406540836787898
CCNA2,MAD2L1,0.9114332551132228
LCP2,C3AR1,0.9067764172480132
NCKAP1L,IKZF1,0.9110480150643144
LST1,C1QA,0.9019902415277098
COL3A1,COL1A2,0.9823866801401152
ZEB2,CFH,0.9238451042536968
GLT8D2,LUM,0.9099080334588022
LAPTM5,ITGAM,0.9188505471362076
HCLS1,TNFAIP8L2,0.9066773013497116
MS4A4A,CYBB,0.9009344344967384
COL3A1,SYDE1,0.9038645399035884
FSTL1,PDGFRB,0.9383650130996024
FPR3,CSF1R,0.9300241742162892
NTM,SULF1,0.9173280355252208
RAB31,GLI3,0.91850574347163
SGCD,ANTXR1,0.9223678766106688
EVC,MRAS,0.9051646970935708
C3AR1,CD86,0.953056734245634
DOK2,CYTH4,0.938872627485272
VIM,SULF1,0.9007576725698392
MPDZ,TCF4,0.9210996022096252
DDR2,EVC,0.9338200201479132
FPR3,CMKLR1,0.9135250353261046
CNN1,JPH2,0.939807634209068
HK3,LRRC25,0.9005092852053649
IRF4,CD27,0.9075151467682274
AIF1,LAPTM5,0.927728754924276
EFEMP1,PODN,0.9073073502070916
BOC,MSRB3,0.9001837350989441
FPR3,LILRB2,0.9121784294115188
SPI1,LAIR1,0.9685212219554316
MYLK,MSRB3,0.9295657514730996
SIGLEC7,C1QC,0.929484549749055
ACTA2,PDLIM3,0.904217374739915
APBB1IP,SLA,0.932851497588956
IGSF6,CD53,0.9228418788469648
THBS2,COL1A1,0.909246087207524
EFS,MMP2,0.9096762469920496
MPDZ,TSPYL5,0.9065126480173806
CD2,CD3G,0.9183900770907808
CD28,IKZF1,0.900211529001636
ISLR,MXRA8,0.9278453889021876
SAMSN1,DOCK2,0.9019017194875688
LAIR1,TNFAIP8L2,0.9120381501619066
IKZF1,SASH3,0.9634988350938872
MAP1A,DDR2,0.9035507154497524
S1PR1,CD93,0.9214144060596487
FBN1,OLFML1,0.9080818377348796
IKZF1,CD37,0.9007373743510501
ST13,FAM10A4,0.924681277397752
RCSD1,HCLS1,0.9404060720259354
GPR176,ANTXR1,0.9005722441868897
SASH3,GIMAP5,0.9017440795372432
LAIR1,CD14,0.905812210523038
GUCY1A3,GUCY1B3,0.9456103087905776
C1QB,CD300A,0.9210581624687094
DOCK2,CD4,0.9457656022933438
AMOTL1,C14orf132,0.9008475278114242
MXRA8,COL1A2,0.9099926642780174
SLAMF8,LILRB1,0.9250677820303348
DZIP1,TCF4,0.9273740728446418
COL3A1,MMP2,0.9332536451304736
COL1A1,COL6A3,0.9381218646450612
GIMAP4,ARHGEF6,0.9154151702373624
GPC6,C1S,0.9394372964405828
C1S,CFH,0.9117929490552936
CD3D,SIRPG,0.9327587613060112
CDH5,TIE1,0.9192249125728792
ANGPTL2,COL6A3,0.9180265682806682
OSMR,DDR2,0.9268661616592274
NCKAP1L,PTPRC,0.9258866276520756
DOK2,ABI3,0.9223980506748628
MS4A4A,TFEC,0.9114675132593372
ARHGAP30,DOCK2,0.9552994706789693
AKT3,FBXL7,0.9097269758688188
ARHGEF15,NPR1,0.9156608661376716
EFS,FBXL7,0.9280314997307836
EFEMP2,ANTXR1,0.9151889976156152
EVI2A,CD86,0.9289863053253848
COL4A2,PCDH12,0.915230244589621
EFEMP2,LUM,0.9133316013088516
FBXL7,GPR124,0.9235695737462476
ZEB2,VCAM1,0.9019107577624732
ANTXR1,PDGFRB,0.9343071397206684
CNRIP1,RHOJ,0.9023191160883652
ANTXR1,ANGPTL2,0.9151809157399232
MRAS,RAB31,0.9220285852222948
HAVCR2,TFEC,0.9234959366543759
SIGLEC10,SASH3,0.9078055141046883
TIGIT,CD3E,0.910151626399902
CD247,CD96,0.9188008888723108
AEBP1,SULF1,0.9406139441923154
GIMAP8,RASSF2,0.9131136785082012
SLC22A17,EFS,0.9038110389184738
LAIR1,MS4A6A,0.9192853091340828
LAPTM5,C17orf87,0.9028741413162236
MSRB3,CLIP3,0.9127477292142856
RPL18,RPS11,0.900782026126198
CD86,MS4A6A,0.9231408027683676
ZNF521,DZIP1,0.90615947473352
TYROBP,CD300A,0.92215981243889
MYO1F,PIK3R5,0.927598549345027
MYCT1,GPR116,0.9005124894122766
BNC2,JAM3,0.9030927090754328
LAPTM5,EVI2A,0.9219362770535484
IL2RB,TIGIT,0.9201247689221692
RCSD1,PRKCB,0.9064092688844496
BTK,ITGB2,0.9098374148001632
ARHGAP30,FYB,0.9094264363953748
SIRPG,CD2,0.9411777932474472
THY1,EFS,0.9016711697648598
COL8A1,ADAMTS12,0.9051244276557432
DOK2,TNFAIP8L2,0.927015728797312
HSPB2,MFRP,0.9058772173280656
IGSF6,TLR8,0.917816855951464
MYO1F,CD53,0.9016451441648864
C1QA,HLA-DPB1,0.9023583626662964
DHRS4,DHRS4L2,0.9131280182770553
CSF1R,CD4,0.9500879425756472
HAVCR2,CYTH4,0.9008099458060356
CD300A,SPI1,0.9187728391931022
MPDZ,FERMT2,0.9301759434376432
SLAMF8,FCGR3A,0.9001508269737052
VCAN,EVC,0.9112251014849496
HLA-DPB1,C1QA,0.9023583626662964
TNFAIP8L2,CD4,0.9082373859269224
CCR5,CD2,0.9043929404906159
FNDC1,COL6A3,0.901244192882896
COL3A1,CERCAM,0.9175869834143002
FSTL1,EFS,0.9196933387535542
MS4A4A,CLEC7A,0.9190604074199906
CYTH4,LCP2,0.9112123267225214
SYDE1,THY1,0.9261045569408602
AMOTL1,CALD1,0.9018077978406424
SCARF2,ITGA11,0.9011372684004916
CD4,SLA,0.9134577343814032
ARHGAP30,CD53,0.9118883174276424
LAIR1,IGSF6,0.9104972227115156
ANTXR1,ZNF521,0.9046394041880474
CD4,TLR7,0.9093886014416738
EVC2,RFTN1,0.9106003007710626
ITGAL,DOCK2,0.9472587677288156
THY1,RAB34,0.9188037411202888
LILRB2,MNDA,0.9062353257010284
RAB31,CALD1,0.9074615551802492
NOX4,CTHRC1,0.9126915667150618
FSTL1,C1R,0.9119699673884424
CALD1,TNS1,0.926508277661696
SH2D1A,PYHIN1,0.9257728756359151
DOCK2,PTPRC,0.9648664578827828
LY9,P2RY10,0.9020868801489452
SPI1,C1QA,0.9307080361859676
CD2,SIRPG,0.9411777932474472
LSP1,CD37,0.9144993061523824
EFEMP2,MMP2,0.9050187933455978
CCR5,DOK2,0.908969214667171
MMP2,COL5A1,0.9028401425240482
CD37,APBB1IP,0.9293326802147004
LRRC25,LAIR1,0.9541918250711504
STX11,DOK2,0.9047147728347321
CD86,AIF1,0.9144996057181359
ODZ4,EVC,0.93011268662503
C10orf72,C1R,0.9206345699689972
MCAM,GPR116,0.9026782304408504
WAS,FAM78A,0.9373266719997148
CD84,PTPRC,0.9162563277563176
HOXA6,HOXA5,0.9091179467747657
AIF1,CD86,0.9144996057181359
BTK,SPI1,0.9104185025926416
MSRB3,STON1,0.9144911129766776
TLR8,LAPTM5,0.9033389863020028
COL8A2,CCDC80,0.9048518390996934
CYTH4,C1QB,0.9020310295320446
NCKAP1L,MS4A6A,0.9134234734819028
ITGB2,C1QB,0.9263422522277972
MMRN2,CDH5,0.9344228903158724
FLI1,GNG2,0.9118099746353632
FBN1,ZEB2,0.9322760788082228
BTK,DOCK10,0.918448396113132
COL6A2,COL3A1,0.928151789741489
FERMT2,EMILIN1,0.903312837999459
SH2D1A,CD2,0.930595285339105
CSF1R,SIGLEC7,0.9294579489072712
CLEC7A,CYBB,0.942554451867714
BGN,PDGFRB,0.9081225819057398
EVI2A,CLEC7A,0.9073591990196984
AEBP1,FBXL7,0.9035718528547548
GLI3,ODZ4,0.9018037846638628
CXorf36,CD93,0.9267191773626398
THBS2,ANTXR1,0.9061275440609088
SFRP4,ITGBL1,0.910490813179712
C1R,MMP2,0.9094731692116116
KDR,GPR116,0.9071146086958336
FGR,SIRPB2,0.9028782462571988
COL8A1,FIBIN,0.9030635128540816
CD33,LAIR1,0.9168868075578868
TYROBP,CD14,0.9008437676751224
GLI3,C1S,0.9004044975985749
LSP1,FMNL1,0.9101701743121484
STX11,WAS,0.901627847042052
HCLS1,CSF1R,0.9050180341340032
LAIR1,ITGB2,0.9656237486261
DOK2,LAPTM5,0.9183896039547964
CALD1,AKT3,0.9048638230485578
CXCR5,MS4A1,0.9292109595166028
FAM110B,FBXL7,0.9074536175197242
FBN1,DCN,0.9011303571291512
IKZF1,PTPRC,0.9659779494475692
JAM3,TCF4,0.909367784463014
LSP1,ARHGAP30,0.9142504672087504
MAP4K1,ITGAL,0.9321076471658478
LAPTM5,DOK2,0.9183896039547964
MOXD1,C1S,0.9089638342658078
MSRB3,BNC2,0.9317433690312495
CD2,PYHIN1,0.9069332833530304
ITGAL,KLHL6,0.9041339202258876
CD248,PDGFRB,0.9073507551019296
STX11,CD53,0.932777977270854
CD86,EVI2A,0.9289863053253848
