source,target,weight
PIK3R5,DOCK10,0.9171318397731548
MYCT1,CXorf36,0.9279767904304608
HAVCR2,C1QA,0.918604873840112
CLEC14A,CYYR1,0.9291701601333952
VCAN,COL8A1,0.9263758074194588
FSTL1,FIBIN,0.9037680602244852
LAIR1,MS4A4A,0.9417464229847444
RAB34,EFEMP2,0.9575593135584948
CALD1,GLI3,0.910375098577458
CSF1R,HCK,0.925422700723065
GBP5,CCR5,0.9188682310389455
PDPN,MMP2,0.916830205178356
GIMAP1,GIMAP8,0.9221146927312932
VIM,SPARC,0.9171724895497432
LAYN,FERMT2,0.9118798828343636
COL8A1,PDGFRB,0.9247006343256392
VCAN,THBS2,0.9156262983686304
MYH11,CNN1,0.9180908641872708
KCNJ8,ABCC9,0.9106614076030872
CD37,DOCK2,0.9099656542965412
GLI3,EVC,0.9416439821522491
C3AR1,MSR1,0.9183003896678548
EMILIN1,SCARF2,0.9113785916800781
CD86,CD84,0.9233068729801996
CMKLR1,TLR8,0.9277729357876021
DDR2,MAP1A,0.9035507154497524
FBN1,COL6A3,0.9551111185971838
EVI2A,BTK,0.9145232743704688
GMFG,LST1,0.9074068586704556
ABI3,GIMAP1,0.9009315483618976
IL10RA,LAPTM5,0.9000238039203226
TRAF3IP3,IKZF1,0.9259863157731876
C1QC,MS4A4A,0.9428342250493617
LAIR1,HAVCR2,0.9494966674516908
HCK,AIF1,0.9258366817497604
MRC2,SPARC,0.9159201149291212
WAS,DOCK2,0.9481402257935986
COL15A1,GPR116,0.9049786865891908
LRRC25,C1QA,0.9145926452598824
ADAM12,COL3A1,0.9194170954729792
LILRB1,LAIR1,0.939160530390557
GIMAP8,FLI1,0.9478567072238048
NPR1,CXorf36,0.9176769547652948
FNDC1,SULF1,0.9319967307240477
COL1A2,EFEMP2,0.9190375133011628
HCK,TFEC,0.9127971048866556
VIM,CNRIP1,0.9296986363472663
MS4A1,CXCR5,0.9292109595166028
MSRB3,MRVI1,0.9268588790760672
FYB,CD4,0.9132080815002068
MFSD2B,HMGA1,0.9228996469643144
MRC2,CCDC8,0.9339557939023896
DZIP1,EFS,0.9264401025857556
CERCAM,COL1A2,0.9331893385440116
ATP10A,EVC,0.9124048494068264
GPR171,CD96,0.9217610871642862
GLI3,FBN1,0.9154958957713786
LAYN,RAB34,0.9038579333701392
CLIP4,GNB4,0.9115839843378616
LRCH2,FERMT2,0.906539583672226
TLR8,SRGN,0.9012737778058424
HCK,MS4A6A,0.9108811600423171
FNDC1,SPOCK1,0.9034140796815124
LMOD1,MYL9,0.9078405078000458
ITGAM,SPI1,0.9107785853750288
C1QC,CD4,0.9291169171269684
TIE1,CXorf36,0.9497109458258471
TPSAB1,TPSB2,0.9335675671948832
ARHGEF17,GPR124,0.9178469128733232
CYBB,MS4A4A,0.9009344344967384
CFH,CNRIP1,0.902903892317657
CYBB,FPR3,0.9340379764434584
EVI2A,AIF1,0.904062487512362
DDR2,BNC2,0.9140827005666412
ADAMTS2,COL3A1,0.9229741162253474
TNS1,MSRB3,0.9453029778669182
C1QB,LAIR1,0.942266497541753
C1QC,TFEC,0.9135615990536469
LMOD1,AOC3,0.9443160804882758
FBN1,DDR2,0.9240818240424472
RFTN1,GNB4,0.9003825080443255
VIM,RAB34,0.9216913838106122
SPARC,RAB34,0.9021402574632648
LAPTM5,CD300A,0.9222663190182664
MNDA,LILRB4,0.9022637202590504
CLEC14A,ARHGEF15,0.9275080387160006
FBN1,FSTL1,0.9500638457941262
SIGLEC7,MS4A4A,0.9311056272271692
CD86,SAMSN1,0.9246707520163846
C1QB,DOK2,0.9319022777074124
DSEL,EMILIN1,0.9080794114740508
SIRPB2,FGR,0.9028782462571988
TMEM200B,JAM3,0.9061260332398164
MYLK,RBPMS2,0.9100024189815872
DOCK10,PTPRC,0.9290415468833934
C1QA,SLAMF8,0.9195613486901012
AKT3,AMOTL1,0.9057094755798821
LILRB4,HCK,0.9216179959807848
SASH3,FYB,0.9197955035276788
LSP1,BTK,0.9162967291021094
PLEK,TFEC,0.9026457844329904
GLI3,FBXL7,0.9274419102879852
MAD2L1,CCNA2,0.9114332551132228
FYB,IKZF1,0.9357474780843577
FCGR3A,SIGLEC7,0.9003352200119624
AKT3,MSRB3,0.9018032312937532
DDR2,EMILIN1,0.9126246835857348
TIE1,CLEC14A,0.9405290002956556
RCSD1,SASH3,0.9219219238202764
ARHGAP30,IKZF1,0.9375982468761122
C20orf194,DDR2,0.9061292088498047
SPI1,PDCD1LG2,0.9028436954764216
LCP2,MNDA,0.9138606334310712
NCF1,MYO1G,0.9059366537165898
ANTXR1,EMILIN1,0.9221436488349876
HAVCR2,C1QC,0.9412989825496988
LCP2,HCK,0.9257404850091796
NOTCH3,PDGFRB,0.9198966587826344
C3AR1,PDCD1LG2,0.9207846692419271
LUM,THBS2,0.9062935881643764
SH2D1A,SIRPG,0.9112792418066132
FBXL7,FSTL1,0.9250133046644586
HTRA1,SPARC,0.9083440825652636
CCDC8,VIM,0.9042852149343268
FGR,SLAMF8,0.9197938337371104
MXRA8,SPARC,0.9047930380027563
TIMP2,MXRA8,0.9098291108593504
LCP2,PLEK,0.9515444916169448
PDGFC,ANTXR1,0.9126135032565236
LILRB1,PIK3R5,0.9280028587885464
PDGFRB,EVC,0.9354356499941996
CD86,PIK3R5,0.9111994386774382
COL11A1,THBS2,0.9354003198544736
BTK,WAS,0.9278853195978892
PTPRC,HCLS1,0.9420684255452066
VCAN,FRMD6,0.9005517322386767
SCARF2,ANTXR1,0.9026506650048386
LILRB4,SLAMF8,0.9462231672350702
TAGLN,CNN1,0.9551421185522724
CD300A,LILRB4,0.9040027712077904
FCER1G,FCGR3A,0.9299205267878068
EVC,MAP1A,0.91497851227825
AIF1,LST1,0.9426198113680222
LCP1,CD53,0.9271372739586052
JPH2,CNN1,0.939807634209068
ANTXR1,CALD1,0.9196425041530136
IL10RA,SASH3,0.9238761853534664
IKZF1,CD48,0.902506634693426
COL3A1,COL11A1,0.9054700818451624
HLX,EFEMP2,0.900716344498989
DOK2,C1QA,0.93160453390491
COL8A1,COL6A3,0.913505431631532
OLFML1,TCF4,0.9185476796652704
CLEC14A,PECAM1,0.9242290432386446
CERCAM,COL5A2,0.9095791741994366
FBN1,C1S,0.90907265159269
IKZF1,CD4,0.9093900038387478
MPEG1,CSF1R,0.924012026673418
FRMD6,EVC,0.9181006539190192
LCP2,PTPRC,0.9241004729928652
SIGLEC9,CD86,0.9146632762775944
HSPA12B,CLEC14A,0.9048622165591234
SASH3,RASAL3,0.9182085487455836
CD163,SIGLEC9,0.927792535550444
PDGFRB,LUM,0.9028351699049141
C10orf72,DDR2,0.9003305713509542
TSPYL5,C1S,0.9113203366007482
EFS,AEBP1,0.9067228751472418
CLEC7A,CD4,0.9194986050477628
TRAF3IP3,SASH3,0.9398183493461592
MYLK,PLN,0.9156233677399598
CYTH4,NCKAP1L,0.91282842260887
CD163,MS4A7,0.9126287159331832
LILRB1,LCP2,0.9160076114366732
RAB31,ADAMTS2,0.9025304176326824
JAM3,FERMT2,0.9361941757125101
PLN,MYLK,0.9156233677399598
EFS,VCAN,0.9013890797965912
TLR8,C3AR1,0.9321806795395092
BGN,CERCAM,0.9147592295885764
C10orf72,PDGFRB,0.9422067643949988
P2RY10,SASH3,0.9073896607795724
FILIP1,ZEB1,0.908178184278514
VIM,EFEMP2,0.9226194241582268
IKZF1,PRKCB,0.9098398955653376
LILRA6,LILRB3,0.9052098269952272
MYH11,GNAO1,0.9031647831794616
TREM2,MSR1,0.9090920773333144
PDGFRB,GPR124,0.9339095037806112
GPR116,PCDH12,0.9224931087421128
COL6A2,COL6A1,0.9587372695112198
COL6A2,SPARC,0.9041898257600998
LSP1,CD4,0.9123591069498832
EVC,COL3A1,0.9098720260553312
LOC727896,CHORDC1,0.9008872001502436
MS4A4A,SIGLEC9,0.9105077158858844
SPI1,SLAMF8,0.9505267828134176
CLIP3,FBXL7,0.9089148364613328
MPDZ,AMOTL1,0.9181097927768228
SIGLEC9,LILRB4,0.9154048587841664
ITGB2,LAPTM5,0.9596139193735372
CNRIP1,GNB4,0.9123713382839218
TIE1,MMRN2,0.9450826335124366
FCGR3A,FCGR1A,0.9266933333948802
DCN,ANTXR1,0.9125293256747576
ITGAM,LAPTM5,0.9188505471362076
SASH3,KIAA0748,0.9034676501056734
CD300LF,LAPTM5,0.917823556913823
COL3A1,INHBA,0.9073527829475669
DOCK2,TAGAP,0.9051915794710864
SASH3,TBC1D10C,0.9114052239173844
CYTH4,CD53,0.9332093699666704
MCAM,COL4A2,0.9042893731832948
SULF1,SPOCK1,0.9322050639608208
NOTCH3,GPR124,0.9129933878366951
TIE1,SH2D3C,0.9087850559945788
HAVCR2,SPI1,0.9394422332221941
SIGLEC9,SPI1,0.9195717765104864
LSP1,LAIR1,0.9126865447534306
ITGB2,TFEC,0.9147358808084732
PCDH17,KDR,0.9015319444013788
HLA-DRA,HLA-DPA1,0.9606532725449102
EVC,ANTXR1,0.9487400226741852
C1QB,LRRC25,0.9293830535152048
MMRN2,GPR116,0.9044402754079351
ARHGAP9,APBB1IP,0.90311920896577
CLEC7A,CCR1,0.9074303307797856
FERMT2,GNB4,0.9024286028869246
COL6A3,COL12A1,0.9412411507123318
LAPTM5,SRGN,0.9111146320486784
S1PR1,FLI1,0.9007866561234986
CNRIP1,DSEL,0.9050727786495242
FBN1,GLI3,0.9154958957713786
ZEB1,C14orf132,0.9059773774940286
CD4,NCKAP1L,0.9467285174617616
RAB31,MRC2,0.9200139042938617
SERPING1,MRAS,0.9170764968449258
CYTH4,SPI1,0.9460566402170488
CD84,SIGLEC10,0.9007263480714836
DZIP1,ZNF521,0.90615947473352
HCLS1,SPI1,0.9235451823034287
COL8A1,CCDC8,0.9059538714463604
HCLS1,SASH3,0.9472972325025772
JAM3,CLIP3,0.9252738518453928
JAM3,SYDE1,0.9116366778899482
FYB,CYBB,0.9038324326988952
BNC2,ANTXR1,0.9052031264873256
RUNX1T1,FLRT2,0.9075314456637728
CALD1,ANTXR1,0.9196425041530136
ZEB2,MAF,0.9065159407416309
CD96,IKZF1,0.9039565525575844
EMILIN1,COL5A1,0.9128075981708802
JAM3,DACT3,0.9011281873012588
RAB34,MXRA8,0.9323836742255748
FERMT2,AKT3,0.9135307502196832
DCN,FRMD6,0.9001139446459937
HCLS1,DOCK10,0.9348973539896328
DOCK2,STX11,0.9062666935210392
MYO1G,TRAF3IP3,0.9033795910776028
SASH3,SLAMF1,0.9108667574529029
SLAMF8,C1QC,0.9249117816210348
FMNL1,FAM78A,0.9160171916615741
NEXN,CALD1,0.9135684778731492
CD4,CMKLR1,0.9380450915445906
BCL6B,TIE1,0.936912026845808
FBXL7,ZNF521,0.9172656529289578
CLEC7A,MS4A7,0.9218336831640817
LAIR1,NCKAP1L,0.9212710216848145
MAFB,LAPTM5,0.9065300477627296
CNN1,MYH11,0.9180908641872708
VCAN,LUM,0.9107332304220954
TFEC,LILRB4,0.9143615500397226
ARHGAP25,CD53,0.9013498848476033
IGSF6,C1QC,0.9202413165896371
PCDH12,CD93,0.9243703452431504
FBXL7,JAM3,0.9442297731735813
CYYR1,CLEC14A,0.9291701601333952
IKZF1,LY9,0.9098025203741184
TIMP2,RAB31,0.9166274931389228
C1S,OLFML1,0.931103368642082
HSPB7,MYH11,0.9140019178088904
COL10A1,NOX4,0.9058901481762304
EFEMP2,DZIP1,0.9050385861392624
CD4,DOK2,0.9256615558128272
PDCD1LG2,C1QC,0.9005009701678512
SCARF2,BGN,0.92246620937294
ADAM12,RAB31,0.9205865747024546
ZEB1,SYT11,0.9028225572242654
KIAA0125,FCRL5,0.9068698350575066
SPARC,THBS2,0.907469925369691
FAM78A,CYTH4,0.9192408502170648
ABI3,HCLS1,0.9243574605671862
IGSF6,PLEK,0.9074179844563032
P2RY13,MPEG1,0.9034993488945694
CD4,C17orf87,0.9050392768919124
KIAA0748,IKZF1,0.9204823464388324
COL5A1,FBN1,0.9319850293653448
CD84,C3AR1,0.9282814724115872
MNDA,SLAMF8,0.9027601347285912
FBXL7,AMOTL1,0.920722397371176
SDC2,MSRB3,0.9058768950428898
LSP1,SLA,0.9271033040753894
CD93,COL15A1,0.9157446473110894
C3AR1,CD163,0.9446425998416592
CD86,SLAMF8,0.9343813535328488
EVC2,BNC2,0.9057328388138396
C10orf72,ZEB1,0.914003988258115
EVC,RAB31,0.926940757520432
SIRPB2,MNDA,0.9009251072033468
VIM,EHD2,0.9084285859355148
HCLS1,FLI1,0.9230626963829917
DCN,FBN1,0.9011303571291512
CALD1,ACTA2,0.9181236751326608
MYL9,CNN1,0.9210507408061333
COL5A1,BGN,0.9052269765505176
EMILIN1,EVC,0.9439801798811279
SLAMF8,TYROBP,0.9231297901579986
HCK,LAPTM5,0.9377631006892012
C1S,RAB34,0.9196186049417696
MRC2,FSTL1,0.9011520489565932
COL1A2,COL6A2,0.93790738170203
TSHZ3,FBXL7,0.9134717429248452
MRC2,EFS,0.9153190834355972
EVC,AEBP1,0.9438660423962152
TCF4,GPC6,0.9058516671369492
TDGF3,TDGF1,0.927877218571184
SSC5D,SCARF2,0.9059666802436964
CALD1,FERMT2,0.9694179825503106
FPR3,SIGLEC9,0.9281675664072764
MRC2,VIM,0.9154068942096184
WAS,CD37,0.9282478120902548
ARHGEF15,CD34,0.94278933421448
LCP1,MYO1G,0.904244301612033
SLA,PTPRC,0.9309172864701252
APBB1IP,KLHL6,0.9192290276194308
PYHIN1,THEMIS,0.9010258423498088
HAND2,TAGLN,0.9029949329794462
LILRB1,ITGB2,0.9253435525076752
SYNPO2,HSPB7,0.9005471489633767
RPL15,RPL32,0.9151960167553236
VCAN,RAB31,0.9144876359080976
TNFAIP8L2,HCLS1,0.9066773013497116
GLI3,SPOCK1,0.9054360809391274
GUCY1A3,ZEB1,0.9056127066881506
IGSF6,SPI1,0.9084768444535912
FNDC1,COL3A1,0.9161247580830676
EFEMP2,EFS,0.9456312242279532
MNDA,HAVCR2,0.9089371938035581
APBB1IP,ABI3,0.9085829507150353
PTPRC,GIMAP6,0.9000047574240688
SIGLEC9,ITGB2,0.9298648358586334
ARHGAP30,ARHGAP9,0.9160826895601952
OSMR,ASAM,0.9023974365819706
SPI1,FCER1G,0.9360031064484082
TCF4,MPDZ,0.9210996022096252
CD96,CD2,0.9492580662641346
ADAM12,BGN,0.903344644778212
MYLK,MYH11,0.9028352442640796
SLA,SRGN,0.9065585605184304
LRRC25,C1QB,0.9293830535152048
HCLS1,NCF1,0.918955682885958
SLA2,CD96,0.9275464515827307
COL8A2,C1S,0.9008950553356968
MXRA8,SULF1,0.9037599608542572
ARHGEF6,RASSF2,0.938155183338278
AEBP1,RAB31,0.9257520395491922
AOC3,TAGLN,0.9184151068212436
CCDC8,FNDC1,0.9287776339621566
BNC2,MPDZ,0.9062769524613656
HEG1,MMRN2,0.9167293632402682
TIE1,GPR116,0.9068575803406052
GPR116,CXorf36,0.9194211719277869
HAVCR2,HK3,0.9136831208806532
SIRPB2,SIGLEC7,0.9071781753648416
CD84,CD53,0.936797035897284
COL5A2,EFEMP2,0.9019341192377082
CDH5,S1PR1,0.923366500149114
EFEMP1,FLRT2,0.904150693655304
IL10RA,LSP1,0.9122597761890674
RASSF2,CSF2RB,0.9048452484818921
INHBA,PDGFRB,0.9022862807754414
MRVI1,C14orf132,0.9018341154565944
COL1A2,MRC2,0.9608883383196052
FPR3,CD53,0.9122342526504774
ARHGAP30,MYO1F,0.910694666656627
RAB34,CMTM3,0.9021647073883444
FAM78A,ITGAL,0.9043362402540688
MYCT1,ELTD1,0.939527535166026
EVC,ASAM,0.9005911913523645
TIMP2,SSC5D,0.9000602223799035
COL5A2,MXRA5,0.9058499639170948
GAS7,EMILIN1,0.9003157160910659
SPI1,SLA,0.9111317070051678
COL6A1,COL5A1,0.9052628847768244
DDR2,ATP8B2,0.9141366198945764
SCARF2,P4HA3,0.9005511866361583
GLT8D2,ANTXR1,0.9074924147874109
NCKAP1L,CD4,0.9467285174617616
MRVI1,LMOD1,0.9039148375685392
C1S,ZEB1,0.9139174439422484
EMILIN1,EFS,0.941262650867188
PDGFRB,FRMD6,0.902931202146816
PIK3R5,MYO1G,0.9208281119703589
MRC2,VASN,0.9038470596511776
FNDC1,BGN,0.9014826720127436
GLT8D2,MMP2,0.9018843390678972
CD53,IGSF6,0.9228418788469648
LCP2,PIK3R5,0.9091349663614964
MSR1,HAVCR2,0.9243117668080476
SYDE1,MRC2,0.9147481218258228
RCSD1,ARHGAP25,0.9098387188950884
SPI1,DOK2,0.9447668526686764
CD96,PYHIN1,0.9195162765468162
VCAM1,C1S,0.9096765024164722
EVC,MRC2,0.9286942549482176
LILRB1,PLEK,0.911426217185351
FCGR3A,FCGR1C,0.9081464410967242
CCR1,CLEC7A,0.9074303307797856
ITGB2,SIGLEC9,0.9298648358586334
VCAN,OLFML1,0.9007654135472241
LUM,FBN1,0.9181010390318894
GNB4,ATP8B2,0.9013428774783988
VSIG4,ITGB2,0.9019390949217349
CD163,LILRB2,0.9109157068754784
LILRB4,MS4A4A,0.9113504631682044
DOCK2,LAPTM5,0.90443353117591
FCER1G,SLAMF8,0.9276467787784478
C3AR1,PIK3R5,0.9125702912485866
TYROBP,LAIR1,0.944749758748174
C14orf132,EVC,0.9021105288145772
ARHGAP25,NCKAP1L,0.9101670871864131
MMP2,C10orf72,0.9037829589127048
PDCD1LG2,CD53,0.9185454337672824
MS4A6A,SIGLEC10,0.9054577058106454
IL21R,HCLS1,0.9116309896102294
FSTL1,SYDE1,0.9330665225317832
COL5A2,INHBA,0.928802809447122
SIGLEC10,HCLS1,0.9206846548924044
CCDC8,SSC5D,0.9168874766337504
CD86,SLA,0.9162614378556166
THBS2,NOX4,0.9083796328209224
CD4,C3AR1,0.9201981910658901
LAPTM5,MS4A7,0.907337197605962
FAM110B,GLI3,0.9017443095417308
COL6A3,INHBA,0.9082848544329865
COL5A2,THY1,0.91771020893066
CSF1R,LRRC25,0.9432285832267364
SLAMF8,LAIR1,0.947131025440265
PDGFRB,COL8A1,0.9247006343256392
CLEC14A,SHE,0.9160937106847126
TSHZ3,EMILIN1,0.9053159706444868
FCGR1B,FCGR3A,0.9374042656463136
COL3A1,SULF1,0.9180305483837392
RAB34,FSTL1,0.9023947974760992
ARHGEF15,HSPA12B,0.9352310133668638
LCP1,LILRB1,0.9039706287516835
MRC2,MXRA8,0.916295187194858
BTK,APBB1IP,0.939248269798968
CMKLR1,C1QC,0.923286016384626
VIM,BGN,0.9066322944295084
CD53,LAPTM5,0.9528939973638886
DACT3,CNN1,0.9037179321746874
VCAN,THY1,0.9063277231991812
PLEK,SPI1,0.9090196428182878
SIGLEC10,BTK,0.9144850259024822
CSF1R,DOCK2,0.910874669239215
SPOCK1,THBS2,0.927382639672382
C3AR1,HCK,0.94642068067977
GPC6,PDGFRB,0.901101814290908
HCLS1,SIGLEC10,0.9206846548924044
COL6A3,ADAMTS7,0.9040999721667594
ITGB2,APBB1IP,0.9118779012512259
NID2,COL6A3,0.9056727905965544
HCK,CD4,0.930855609016354
C3AR1,TYROBP,0.9278624077226216
SCARF2,CERCAM,0.9178885016950524
FERMT2,PEG3,0.9087419858844886
PIK3R5,IL10RA,0.9336804097650956
ABI3,TNFAIP8L2,0.919270485821556
GUCY1A3,ANTXR1,0.9021783726936116
CCDC80,ZEB2,0.9069069996504356
COL6A3,MMP2,0.9290257627221684
MGC29506,LOC96610,0.9440992938906948
C1R,ZNF521,0.9029391497836752
SIGLEC7,CD300LF,0.9072626193884205
IL10RA,CSF2RB,0.9041776664093766
COL3A1,PCOLCE,0.9221591063787624
RAB31,COL5A2,0.9395648103073616
EVC,VCAN,0.9112251014849496
TLR8,LRRC25,0.916213315686614
CD53,C3AR1,0.9280063323112544
PLEK,SAMSN1,0.9086890274601968
LSP1,APBB1IP,0.9435216589606992
PTPRC,P2RY10,0.9155259337935922
VIM,AEBP1,0.91694535663413
TIGIT,CD96,0.9015430867466544
C1S,EFEMP2,0.9054042515106242
CD96,SIRPG,0.932980100204606
HAVCR2,MSR1,0.9243117668080476
SLAMF1,P2RY10,0.9053443415578932
AEBP1,MMP2,0.906770138347092
THY1,SCARF2,0.9131491674118976
HK3,LILRA6,0.902218156135562
MRC2,COL5A1,0.961296469876353
CD300A,HAVCR2,0.9207791380318964
RUNX1T1,ZEB1,0.9002550870234326
LILRB4,ITGAX,0.9010432879946028
LILRB1,LAPTM5,0.9278517603833348
HCLS1,LCP1,0.9246177874752016
MYCT1,MMRN2,0.9083484934707626
TLR8,EVI2A,0.9005206679209256
CXorf36,ARHGEF15,0.946649746708434
LAIR1,CD4,0.9349815941940152
CYBB,CD84,0.9519916146136104
SPI1,LCP2,0.9099125208379212
HLX,VIM,0.9028786373977956
ITGB2,PDCD1LG2,0.9022459081736124
PCOLCE,EFEMP2,0.9275329781323663
SPOCK1,P4HA3,0.9057211715561148
CSF1R,MPEG1,0.924012026673418
ZNF521,FBXL7,0.9172656529289578
PLEK,ITGB2,0.9085840871032284
FPR3,C1QC,0.9273858905247562
PIK3R5,LAPTM5,0.9153520465239958
LILRB4,TYROBP,0.9242871996699359
LILRB2,HCK,0.927855569440665
SLA,LCP2,0.91148898164571
SPI1,HAVCR2,0.9394422332221941
HAVCR2,DOK2,0.9179912746620764
WAS,IL21R,0.9206720125693122
CXorf36,NPR1,0.9176769547652948
LAPTM5,CD14,0.9092288075303055
TSHZ3,EVC,0.9096230808406256
EMILIN1,COL1A2,0.9096646250425388
C1S,RAB31,0.9176887437120173
C1S,EVC,0.9401107340625376
KLHL6,HCLS1,0.9347200944094214
SPARC,OLFML2B,0.9074284853277156
LILRB1,NCKAP1L,0.9218407015717206
COL6A2,PDGFRB,0.9247181864175068
DZIP1,C10orf72,0.9303993399233974
FBXL7,EFS,0.9280314997307836
HCLS1,RASSF2,0.9054806002630968
DOCK2,CYBB,0.9268525257693916
EMILIN1,GAS7,0.9003157160910659
KLHL6,IKZF1,0.9380093552409204
MMP2,ANTXR1,0.9285275130506564
HSPB7,LMOD1,0.9253024959171232
CD37,IKZF1,0.9007373743510501
THBS2,FBN1,0.904770529243162
MS4A7,CLEC7A,0.9218336831640817
GGT5,RAB34,0.9011539260131816
TAGLN,PLN,0.9288948735461238
MRC2,COL12A1,0.9127636650932603
CD300LF,C1QB,0.9089700379658968
RAB31,CERCAM,0.903022535297424
SIRPB2,CLEC7A,0.9104042958295876
TFEC,HAVCR2,0.9234959366543759
CD4,SIGLEC10,0.9296489566248444
ZNF831,ITK,0.923178617642844
FBXL7,CNRIP1,0.917040948717508
COL10A1,THBS2,0.9242772344603551
RAB31,AEBP1,0.9257520395491922
ZEB1,C1S,0.9139174439422484
CD300A,FCER1G,0.9102011367689514
BTK,SLA,0.918064885552913
CSF1R,LAIR1,0.9418128957583818
TBC1D10C,PTPRCAP,0.9328172536959348
CCL3,CCL4,0.9072133585950782
RCSD1,GIMAP7,0.9132320459851112
GGT5,COL6A2,0.9146322353613872
CD14,CYTH4,0.90586588832468
MS4A7,LAPTM5,0.907337197605962
DOK2,ITGAL,0.9021862129034488
COL1A1,PCOLCE,0.9170402964479316
AEBP1,EVC,0.9438660423962152
LAIR1,FCER1G,0.9390946827453972
SYNM,SYNPO2,0.9010742484080108
VSIG4,C1QC,0.9093883270613038
PCOLCE,CERCAM,0.9160394118515648
TFEC,MS4A7,0.905326077869432
LILRB2,FCER1G,0.91611574413343
SIGLEC7,CD84,0.9190073262465888
COL3A1,ADAM12,0.9194170954729792
MSRB3,ANTXR1,0.912377182078876
CD300LF,HAVCR2,0.9144882686394902
BTK,NCKAP1L,0.9308836861991008
CSF2RB,FLI1,0.9182693025357892
RASSF2,ZEB2,0.9267609713501036
AXL,TIMP2,0.9023427663270732
FERMT2,TSPYL5,0.9220579426198492
GNB4,CALD1,0.9034506352059012
SNAI2,SPARC,0.9132308853326214
PDGFRB,ADAMTS7,0.9006449148303998
FCER1G,TFEC,0.9007940754356
SPI1,CD300A,0.9187728391931022
THY1,CCDC8,0.9126279634173472
MAP1LC3B,MAP1LC3B2,0.9076511655310426
CD84,SLAMF8,0.9076931961095144
CTSK,LUM,0.9373192967913884
CCR5,IL21R,0.9112939666328516
RASSF2,DOCK10,0.9163276896243898
MXRA8,SYDE1,0.9286213053723018
DCN,RAB31,0.9186363318648813
MXRA8,COL6A2,0.9127918042492548
SYDE1,FBN1,0.9055714773227174
TIE1,CD93,0.923544878613898
GIMAP6,DOCK10,0.9061504131352778
COL8A2,SERPING1,0.9017055841970556
APOC1,APOE,0.930046704348492
SPOCK1,BGN,0.9116576442545016
VSIG4,SIGLEC9,0.9125339126780676
CCDC80,BNC2,0.9236887352183784
EVI2A,HCLS1,0.9062535297546775
CALD1,FRMD6,0.912293695528023
PDGFRB,VCAN,0.943658056473858
CD300A,SIGLEC9,0.9019433190060976
C1QB,FPR3,0.9109644973281114
CYBB,IL10RA,0.9047528270678714
IKZF1,TRAF3IP3,0.9259863157731876
ADAMTS2,COL1A2,0.9270166541190632
CD86,SIGLEC9,0.9146632762775944
PTPRC,RCSD1,0.9277830478949072
EMILIN1,COL3A1,0.9179648326060094
COL6A2,ANGPTL2,0.9047032466424588
ARHGAP9,PTPRC,0.9116500521253228
AOC3,ACTA2,0.9232435174379696
TFEC,LAPTM5,0.9209242003728854
LUM,COL1A2,0.9236464619841149
CYP7B1,ZEB2,0.9048208215219706
AEBP1,FBN1,0.9262877121998953
SERPING1,TIMP2,0.9016793070899928
CD300A,C3AR1,0.9220210037507064
PECAM1,CXorf36,0.9085134400999996
C1QC,LILRB4,0.922608220617224
MRAS,SERPING1,0.9170764968449258
NCKAP1L,CYBB,0.9256994885787224
COL3A1,GPC6,0.9094338254042388
C1R,SERPING1,0.941576796675501
COL3A1,THY1,0.914657160483251
JAM3,AMOTL1,0.9029152424640604
GLI3,EFS,0.9034655964146372
MRC2,RAB31,0.9200139042938617
VASN,PDGFRB,0.9162072462221468
HSPB8,DACT3,0.9045900376856972
CD86,IGSF6,0.917953734745666
CSF1R,CD33,0.9087684222817282
SNAI2,COL5A2,0.9112414459325652
SASH3,BTK,0.9348898208496677
CCDC8,COL5A2,0.9124268524729208
CLEC7A,LRRC25,0.9192617160318184
TFEC,LAIR1,0.9318376696149896
FCGR3A,LRRC25,0.9088403427503208
ITGB2,CLEC7A,0.9219906896291696
HEG1,TEK,0.9033198177916082
STX11,SRGN,0.916217725299557
SNAI2,FSTL1,0.9009637618207826
FERMT2,ZEB1,0.9428432449902366
MAP1A,BNC2,0.9001080910208321
TFEC,FCER1G,0.9007940754356
CNN1,HSPB7,0.933873093114154
SPI1,CD4,0.9303648022057034
MAP4K1,SASH3,0.9000728132609057
HLA-DPB1,HLA-DRA,0.9309528841328146
EFEMP2,EMILIN1,0.9400647320682674
CXCL9,CXCL10,0.9121884369637088
LOC647121,EMB,0.9185693328248687
GGTLC2,GGT3P,0.904110010014794
SIRPB2,CMKLR1,0.907774291740722
PLEKHN1,C1orf170,0.9174360825700064
AOC3,LMOD1,0.9443160804882758
BCL2A1,PLEK,0.9052202942541622
BTK,CD4,0.9264905804681008
MEIS3,CERCAM,0.9034982945026336
C1S,TSPYL5,0.9113203366007482
DOCK2,RCSD1,0.93055455097399
FPR3,MS4A6A,0.9097657003627247
HCK,PDCD1LG2,0.9244683535112872
EMILIN1,GLI3,0.9170507978432672
EVC,FAM26E,0.9025631837154486
MMRN2,MYCT1,0.9083484934707626
LAPTM5,TFEC,0.9209242003728854
PCDH12,COL4A1,0.9036907258738488
TSHZ3,AMOTL1,0.9017650643032384
TLR8,CD53,0.9200755413621252
ANTXR1,ITGA11,0.9336727032397768
MMRN2,SHE,0.9416242707616888
FBN1,DSEL,0.9159091938512552
CD93,COL4A2,0.904231275626576
